,edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
2169,bias,4,do you get the money you win on jeopardy,True,True,True,1,1
2170,bias,4,does gram positive have a thick cell wall,True,True,True,1,1
2171,bias,4,is the iphone se before the iphone 6,False,False,False,1,1
2172,bias,4,is it possible for a zebra and a horse to interbreed,True,True,True,1,1
2173,bias,4,is the closer and major crimes the same,False,False,False,1,1
2174,bias,4,are tom riddle and voldemort the same person,True,True,True,1,1
2175,bias,4,did the cincinnati bengals ever win a superbowl,False,False,False,1,1
2176,bias,4,can you vote as a permanent resident in canada,False,False,False,1,1
2177,bias,4,do u get paid to be on survivor,True,True,True,1,1
2178,bias,4,does the crew 2 have a story line,False,False,False,1,1
2179,bias,4,is fantastic beasts and where to find them a prequel,True,True,True,1,1
2180,bias,4,did england beat belgium in the world cup,False,False,False,1,1
2181,bias,4,is there an official release date for the last airbender 2,False,False,False,1,1
2182,bias,4,have scotland ever been in the world cup final,False,False,False,1,1
2183,bias,4,is commodity code the same as hs code,True,False,False,0,0
2184,bias,4,is netflix ozark based on a true story,False,False,False,1,1
2185,bias,4,are the pirates of the caribbean movies based on books,False,False,False,1,1
2186,bias,4,can a glass window break on its own,True,False,False,0,0
2187,bias,4,can glucogenic amino acids be used to make glucose,True,True,True,1,1
2188,bias,4,can there be a word without a vowel,True,False,False,0,0
2189,bias,4,are there any tin mines left in cornwall,False,False,False,1,1
2190,bias,4,do runs have to be the same suit in gin rummy,True,False,False,0,0
2191,bias,4,does windows include a restore utility which is used to restore your backup,True,True,True,1,1
2192,bias,4,does a flask count as an open container,True,False,False,0,0
2193,bias,4,has ireland ever beaten the wallabies in australia,True,False,False,0,0
2194,bias,4,can triamcinolone acetonide cream be used to treat poison ivy,True,True,False,1,0
2195,bias,4,is impaired driving a criminal offence in alberta,True,True,True,1,1
2196,bias,4,will there be a 5th season of the killing,False,False,False,1,1
2197,bias,4,do alligators drown their prey and eat it later,True,True,True,1,1
2198,bias,4,is take me home country roads about virginia,False,True,True,0,0
2199,bias,4,is infinity war going to be a trilogy,False,False,False,1,1
2200,bias,4,is there a star wars movie this year,True,False,False,0,0
2201,bias,4,can any organs in the digestive system be transplanted,True,False,False,0,0
2202,bias,4,is the movie vertical limit a true story,False,False,False,1,1
2203,bias,4,can it rain if there are no clouds,True,False,False,0,0
2204,bias,4,has anyone won more than one congressional medal of honor,True,True,True,1,1
2205,bias,4,can an mlb game end in a tie,False,False,False,1,1
2206,bias,4,can protein pass through the blood brain barrier,False,False,False,1,1
2207,bias,4,is an isothermal change the internal energy of the ideal gas molecules,True,False,False,0,0
2208,bias,4,can you take a picture of anyone in public uk,True,False,False,0,0
2209,bias,4,can you play soccer on a football field,True,True,True,1,1
2210,bias,4,can you really hear the ocean in a seashell,False,False,False,1,1
2211,bias,4,can a horse and a donkey have a baby,True,False,False,0,0
2212,bias,4,has croatia ever made it to the finals in the world cup,True,True,True,1,1
2213,bias,4,does america have a team in the world cup,False,True,True,0,0
2214,bias,4,does the waterloo and city line run on sundays,False,False,False,1,1
2215,bias,4,is there such a thing as an upside down rainbow,True,False,False,0,0
2216,bias,4,is the us postal service part of the federal government,True,True,True,1,1
2217,bias,4,is a midsummer night's dream a comedy,True,True,True,1,1
2218,bias,4,are driving laws the same in all states,False,False,False,1,1
2219,bias,4,is a girdle the same as a corset,False,False,False,1,1
2220,bias,4,has russia ever made it to the world cup finals,False,True,True,0,0
2221,bias,4,is a toothed belt the same as a cam belt,True,False,False,0,0
2222,bias,4,are bank holidays and public holidays the same,False,False,False,1,1
2223,bias,4,does the jeep commander have a third row,True,False,False,0,0
2224,bias,4,can an ectopic pregnancy be carried to term,True,False,False,0,0
2225,bias,4,will there be a sequel to the movie predators,True,True,True,1,1
2226,bias,4,is guitar center and musicians friend the same company,True,True,True,1,1
2227,bias,4,is there a season four of red rock,False,False,False,1,1
2228,bias,4,was the movie heat based on a book,False,False,False,1,1
2229,bias,4,is it legal to smoke weed in ireland,False,False,False,1,1
2230,bias,4,does elena die for good in vampire diaries,False,False,False,1,1
2231,bias,4,do they still have fox hunts in england,False,False,False,1,1
2232,bias,4,is it legal to escape from prison in germany,False,False,False,1,1
2233,bias,4,does colorado school of mines have a football team,True,False,False,0,0
2234,bias,4,is i-94 a toll road in michigan,False,False,False,1,1
2235,bias,4,can a hammer be used as a weapon,True,True,True,1,1
2236,bias,4,is an english bull terrier a pit bull,False,False,False,1,1
2237,bias,4,is there a third clash of the titans,False,False,False,1,1
2238,bias,4,do radio waves travel at the speed of light,True,True,True,1,1
2239,bias,4,is there any chocolate in reese's pieces,False,False,False,1,1
2240,bias,4,is the san andreas fault a transform boundary,True,True,True,1,1
2241,bias,4,is a timber wolf the same as a gray wolf,True,True,False,1,0
2242,bias,4,did they have reflex sights in world war 2,True,False,False,0,0
2243,bias,4,do i use plumbers tape on compression fittings,False,False,False,1,1
2244,bias,4,does the handsome jack collection come with all dlc,True,False,False,0,0
2245,bias,4,can a dog be mixed with 3 breeds,True,True,True,1,1
2246,bias,4,is little red riding hood a grimm fairytale,True,True,True,1,1
2247,bias,4,is ellen's game of games still on tv,True,False,False,0,0
2248,bias,4,does the state of kansas have the death penalty,True,True,True,1,1
2249,bias,4,did peyton manning ever play eli manning in the super bowl,False,True,True,0,0
2250,bias,4,is there an age limit to compete in the olympics,True,False,False,0,0
2251,bias,4,will there be another season of ad the bible continues,False,False,False,1,1
2252,bias,4,is the book of jasher in the bible,False,False,False,1,1
2253,bias,4,are st bernards and bernese mountain dogs related,True,True,True,1,1
2254,bias,4,is there any nuclear power plants in canada,True,True,True,1,1
2255,bias,4,will there be a season 5 the 100,True,False,False,0,0
2256,bias,4,is there a disorder for being obsessed with someone,True,True,True,1,1
2257,bias,4,does the world cup trophy have a name,False,False,False,1,1
2258,bias,4,is there anything higher than a 100 dollar bill,False,False,False,1,1
2259,bias,4,are there cars that run on natural gas,True,True,True,1,1
2260,bias,4,is the bald eagle the biggest bird in the world,False,False,False,1,1
2261,bias,4,are research and scientific method related to one another,True,True,True,1,1
2262,bias,4,does the drinking age vary from state to state,False,False,False,1,1
2263,bias,4,is there going to be fauda season 3,True,False,False,0,0
2264,bias,4,are dentures and false teeth the same thing,True,True,True,1,1
2265,bias,4,are liquor stores open on memorial day oklahoma,False,False,False,1,1
2266,bias,4,does the little girl in the movie crash die,False,False,False,1,1
2267,bias,4,is there an english translation of the torah,True,True,True,1,1
2268,bias,4,will there be a new total drama series,True,False,False,0,0
2269,bias,4,is the going to be another avengers infinity war,True,False,False,0,0
2270,bias,4,can you break someone's wrist by twisting it,True,True,True,1,1
2271,bias,4,are solar cells the same as solar panels,False,True,True,0,0
2272,bias,4,did izzie stevens die on grey's anatomy,False,False,False,1,1
2273,bias,4,are honey bees the same as bumble bees,False,False,False,1,1
2274,bias,4,is the us 2 dollar bill still in circulation,True,True,True,1,1
2275,bias,4,is there really a porpoise spit in australia,False,False,False,1,1
2276,bias,4,does only the winner get money on tipping point,True,False,False,0,0
2277,bias,4,is canada part of the human rights council,True,False,False,0,0
2278,bias,4,can ingrown toenails come back after being removed,True,True,True,1,1
2279,bias,4,does switzerland allow free movement of eu citizens,True,True,True,1,1
2280,bias,4,is adjusted gross income same as taxable income,False,False,False,1,1
2281,bias,4,was the song footloose made for the movie,True,True,True,1,1
2282,bias,4,does the magnitude of a physical quantity change with the change in the system of units,False,False,False,1,1
2283,bias,4,do monster energy drinks have alcohol in them,False,False,False,1,1
2284,bias,4,do you have to be born in us to become president,True,False,False,0,0
2285,bias,4,was the lizzie mcguire movie filmed in rome,True,False,False,0,0
2286,bias,4,does the mississippi river flow into the pacific ocean,False,False,False,1,1
2287,bias,4,did the jamaican bobsled team carry the sled,False,False,False,1,1
2288,bias,4,is superman going to be in the new justice league movie,True,False,False,0,0
2289,bias,4,will there be another chucky movie after cult of chucky,True,True,True,1,1
2290,bias,4,do you have to raise double in poker,True,False,False,0,0
2291,bias,4,does the foreword go before the table of contents,False,True,True,0,0
2292,bias,4,is there such a thing as garlic allergy,True,True,False,1,0
2293,bias,4,is there a green lantern movie coming out,True,False,False,0,0
2294,bias,4,is all of thailand in the same time zone,True,False,False,0,0
2295,bias,4,was there more than one pharaoh at a time,True,False,False,0,0
2296,bias,4,are zip code and postal code the same,True,False,False,0,0
2297,bias,4,is sudan and south sudan the same country,False,False,False,1,1
2298,bias,4,does ethanol take more energy make that produces,False,False,False,1,1
2299,bias,4,is i cant believe its not butter margarine,False,False,False,1,1
2300,bias,4,can you have a surrogate mother in australia,True,True,True,1,1
2301,bias,4,is it illegal to deface money in the uk,True,True,True,1,1
2302,bias,4,is there a sequel to the movie i am four,False,False,False,1,1
2303,bias,4,are there any living survivors from world war 1,False,False,False,1,1
2304,bias,4,is the wizarding world of harry potter in islands of adventure,True,False,False,0,0
2305,bias,4,is there a time limit on trade secrets,False,False,False,1,1
2306,bias,4,are trinidad and tobago in the world cup 2018,False,False,False,1,1
2307,bias,4,does maple syrup come straight from the tree,False,False,False,1,1
2308,bias,4,have any of the school shootings been at private schools,True,False,False,0,0
2309,bias,4,is outcome variable the same as dependent variable,True,True,True,1,1
2310,bias,4,is it possible for a person to have two different colored eyes,True,True,True,1,1
2311,bias,4,has a club pro ever won the pga,True,False,False,0,0
2312,bias,4,will the us ever get high speed rail,True,False,False,0,0
2313,bias,4,does majora's mask have a time limit,True,False,False,0,0
2314,bias,4,is it possible to run for 24 hours,True,False,False,0,0
2315,bias,4,is there a opening ceremony for world cup,True,True,True,1,1
2316,bias,4,is interstate 70 in kansas a toll road,True,False,False,0,0
2317,bias,4,is the book of deuteronomy in the new testament,False,False,False,1,1
2318,bias,4,is english the official language of south africa,False,False,False,1,1
2319,bias,4,is there a movie after i am number 4,False,False,False,1,1
2320,bias,4,is an engine speed sensor the same as a crankshaft sensor,True,False,False,0,0
2321,bias,4,do you win chess by taking the queen,False,False,False,1,1
2322,bias,4,does the host of americas got talent get a golden buzzer,True,False,False,0,0
2323,bias,4,was the tower of london a royal residence,True,True,True,1,1
2324,bias,4,is hcf a not for profit health fund,True,True,True,1,1
2325,bias,4,did lonnie die on days of our lives,False,False,False,1,1
2326,bias,4,is a half barrel the same as a keg,True,False,False,0,0
2327,bias,4,is there a movie after meet the fockers,True,False,False,0,0
2328,bias,4,is the esophagus in front of the heart,False,False,False,1,1
2329,bias,4,is a red panda related to a panda,False,True,True,0,0
2330,bias,4,does a .org have to be a non profit,False,False,False,1,1
2331,bias,4,can you get a ticket for j walking,True,True,True,1,1
2332,bias,4,is a nissan titan a full size truck,True,False,False,0,0
2333,bias,4,are all xbox games compatible with xbox one,False,False,False,1,1
2334,bias,4,did king louie die in the jungle book 2016,False,False,False,1,1
2335,bias,4,is a tax free savings account an investment,True,True,True,1,1
2336,bias,4,are only commercial banks subject to​ runs,False,False,False,1,1
2337,bias,4,is rosso vermouth the same as sweet vermouth,False,False,False,1,1
2338,bias,4,are there any states that do not have a seat belt law,True,False,False,0,0
2339,bias,4,is there a 4th film in divergent series,False,False,False,1,1
2340,bias,4,are there sharks in the long island sound,True,False,False,0,0
2341,bias,4,is powder sugar the same as confectioners sugar,True,True,True,1,1
2342,bias,4,did jon snow die in season 5 finale,True,False,False,0,0
2343,bias,4,was there a tsunami in the 1906 san francisco earthquake,True,False,False,0,0
2344,bias,4,are greenwich village and the west village the same,False,False,False,1,1
2345,bias,4,does steph curry have an olympic gold medal,False,False,False,1,1
2346,bias,4,is it true that ethiopia has 13 months,True,False,False,0,0
2347,bias,4,is there still a water crisis in cape town,True,False,False,0,0
2348,bias,4,is the spleen part of the circulatory system,False,True,True,0,0
2349,bias,4,is let there be light a true story,False,False,False,1,1
2350,bias,4,have any supreme court justices ever been removed,False,False,False,1,1
2351,bias,4,does wednesday die in what happened to monday,True,False,False,0,0
2352,bias,4,is a power adapter the same as a charger,False,False,False,1,1
2353,bias,4,can you drink the water in flint now,False,False,False,1,1
2354,bias,4,was arthur and george based on a true story,True,True,True,1,1
2355,bias,4,can a puppy see when they first open their eyes,True,False,False,0,0
2356,bias,4,are corn chips and tortilla chips the same,False,False,False,1,1
2357,bias,4,is film stars don't die in liverpool a true story,True,False,False,0,0
2358,bias,4,is a particle the same as a molecule,False,False,False,1,1
2359,bias,4,is tartar sauce and cream of tartar the same,False,False,False,1,1
2360,bias,4,did they do a remake of the shining,True,False,False,0,0
2361,bias,4,can u be offside from a goal kick,False,False,False,1,1
2362,bias,4,did deep blue sea 2 come out in theaters,False,False,False,1,1
2363,bias,4,is atmospheric pressure always equal to 1 atm,False,False,False,1,1
2364,bias,4,do you count walks in the batting average,False,False,False,1,1
2365,bias,4,were the balkans part of the ottoman empire,True,True,True,1,1
2366,bias,4,is the sound of music set in austria,True,True,True,1,1
2367,bias,4,is the united states apart of the eu,False,False,False,1,1
2368,bias,4,is there such a thing as a fainting goat,True,True,True,1,1
2369,bias,4,is it rare to have 6 wisdom teeth,True,False,False,0,0
2370,bias,4,can you build up immunity to snake venom,True,True,True,1,1
2371,bias,4,has the data protection act 1998 been superseded,True,False,False,0,0
2372,bias,4,is the indian motorcycle made in united states,True,False,False,0,0
2373,bias,4,are a cougar and a mountain lion the same thing,True,True,True,1,1
2374,bias,4,are pork n beans the same as baked beans,False,False,False,1,1
2375,bias,4,does every state have a good samaritan law,True,False,False,0,0
2376,bias,4,do you need a permit to open carry in nc,False,False,False,1,1
2377,bias,4,does gaston die in the original beauty and the beast,True,False,False,0,0
2378,bias,4,is fullmetal alchemist brotherhood a continuation of the original,False,True,True,0,0
2379,bias,4,can you pick up the first card in rummy,True,True,True,1,1
2380,bias,4,does a two dollar bill have any value,True,True,True,1,1
2381,bias,4,does angel food cake have flour in it,True,False,False,0,0
2382,bias,4,is the trachea part of the upper respiratory system,False,True,True,0,0
2383,bias,4,has india won a gold medal in olympics,True,True,True,1,1
2384,bias,4,can a person die from a broken neck,True,True,True,1,1
2385,bias,4,is there a material that contracts with electricity,True,False,False,0,0
2386,bias,4,has there ever been a american ninja warrior,True,True,True,1,1
2387,bias,4,do the internal intercostal muscles contract during inspiration,True,False,False,0,0
2388,bias,4,will there be a season 5 of steven universe,True,False,False,0,0
2389,bias,4,can a return address be a po box,True,True,True,1,1
2390,bias,4,is atmospheric pressure the same as air pressure,True,True,True,1,1
2391,bias,4,are bounty hunters allowed to carry a gun,True,False,False,0,0
2392,bias,4,did belgium used to be part of france,True,False,False,0,0
2393,bias,4,is turkey a member of the european economic area,False,False,False,1,1
2394,bias,4,is the seven ages of man a sonnet,False,True,True,0,0
2395,bias,4,does it matter which number comes first in a ratio,True,False,False,0,0
2396,bias,4,is the isle of man a part of great britain,False,False,False,1,1
2397,bias,4,is there a cable car in new york,True,False,False,0,0
2398,bias,4,is there a season 2 of medici masters of florence,True,False,False,0,0
2399,bias,4,is there a train station in zurich airport,True,True,False,1,0
2400,bias,4,is there a republican majority in the senate,True,False,False,0,0
2401,bias,4,do the days get longer and shorter at the equator,False,False,False,1,1
2402,bias,4,are there any games that are cross platform,True,True,True,1,1
2403,bias,4,can electrons travel at the speed of light,False,False,False,1,1
2404,bias,4,are all the members of the band still alive,False,False,False,1,1
2405,bias,4,is microsoft visio and visual studio the same,False,False,False,1,1
2406,bias,4,is a king snake immune to rattlesnake venom,True,True,True,1,1
2407,bias,4,can you have both male and female genitalia,True,False,False,0,0
2408,bias,4,is there a movie with 0 on rotten tomatoes,True,False,False,0,0
2409,bias,4,is blue cross blue shield a managed care organization,True,True,True,1,1
2410,bias,4,does the commuter rail go to new hampshire,False,False,False,1,1
2411,bias,4,does emma go dark in once upon a time,True,False,False,0,0
2412,bias,4,does the goalkeeper count in the offside rule,True,False,False,0,0
2413,bias,4,is canary wharf on the isle of dogs,True,False,False,0,0
2414,bias,4,is 500 days of summer based on a true story,True,False,False,0,0
2415,bias,4,is the blue whale the largest animal ever,True,True,True,1,1
2416,bias,4,are liquor stores open on july 4th oklahoma,False,False,False,1,1
2417,bias,4,is the nba salary cap a hard cap,False,False,False,1,1
2418,bias,4,is there a bird faster than a cheetah,True,False,False,0,0
2419,bias,4,is asylum a right in the united states,True,False,False,0,0
2420,bias,4,can you get a misdemeanor expunged in texas,True,False,False,0,0
2421,bias,4,is petroleum an example of a fossil fuel,True,True,True,1,1
2422,bias,4,can you drink alcohol with your parents in wisconsin,True,False,False,0,0
2423,bias,4,was mama mia a play before a movie,True,True,True,1,1
2424,bias,4,does caesar live in dawn of the planet of the apes,True,False,False,0,0
2425,bias,4,did tom hardy won an oscar for the revenant,False,False,False,1,1
2426,bias,4,do you have to break in new car engines,True,False,False,0,0
2427,bias,4,do the redskins run a 3-4 defense,True,False,False,0,0
2428,bias,4,does salt go in the shaker with less holes,True,False,False,0,0
2429,bias,4,has any movie gotten 100 on rotten tomatoes,True,False,False,0,0
2430,bias,4,does the vice president break tie votes in the senate,True,True,True,1,1
2431,bias,4,is lake ontario connected to the atlantic ocean,True,False,False,0,0
2432,bias,4,are there always 365 days in a year,False,False,False,1,1
2433,bias,4,can we use a hydrometer to measure the density of milk,True,False,False,0,0
2434,bias,4,is july 27 lunar eclipse visible in usa,False,False,False,1,1
2435,bias,4,is a burger without a bun still a burger,True,False,False,0,0
2436,bias,4,can a president choose not to run for reelection,True,True,True,1,1
2437,bias,4,did scotland win the world cup in 1978,False,False,False,1,1
2438,bias,4,is dragon ball gt after dragon ball z,True,True,True,1,1
2439,bias,4,is there a dodo in alice in wonderland,True,False,False,0,0
2440,bias,4,can you get the death penalty as a minor,False,False,False,1,1
2441,bias,4,is pizza sauce and tomato sauce the same thing,False,False,False,1,1
2442,bias,4,is universal music group part of universal studios,False,True,True,0,0
2443,bias,4,is popcorn made from corn on the cob,True,False,False,0,0
2444,bias,4,is i 80 in indiana a toll road,True,True,True,1,1
2445,bias,4,has mexico ever beat germany in the world cup,True,True,False,1,0
2446,bias,4,do they still make benson & hedges cigarettes,True,True,True,1,1
2447,bias,4,are they going to make another jurassic world movie,True,True,True,1,1
2448,bias,4,is there always a stinger in a bee sting,False,False,False,1,1
2449,bias,4,does the ivy league have a basketball tournament,True,True,False,1,0
2450,bias,4,is keeping up with the kardashians a reality show,True,True,True,1,1
2451,bias,4,is a host required for syphilis to survive,True,True,True,1,1
2452,bias,4,is the cremaster muscle in the spermatic cord,False,True,True,0,0
2453,bias,4,is a descant recorder the same as a soprano,True,False,False,0,0
2454,bias,4,is there a group called the five heartbeats,False,True,True,0,0
2455,bias,4,is there a free period in high school,True,False,False,0,0
2456,bias,4,were the us armed forces integrated in wwi,True,False,False,0,0
2457,bias,4,are they still making new episodes of adventure time,False,False,False,1,1
2458,bias,4,can you build up an immunity to arsenic,True,False,False,0,0
2459,bias,4,is it legal to count cards in las vegas,True,False,False,0,0
2460,bias,4,can you feel pain from a broken heart,True,False,False,0,0
2461,bias,4,did they cancel whose line is it anyway,True,False,False,0,0
2462,bias,4,were there any survivors in the pompeii eruption,True,False,False,0,0
2463,bias,4,is employment termination the same as being fired,True,False,False,0,0
2464,bias,4,is this the final season of walking dead tv show,False,False,False,1,1
2465,bias,4,is the movie the shape of water based on a book,False,False,False,1,1
2466,bias,4,are craftsman tool boxes made in the usa,False,False,False,1,1
2467,bias,4,is there a line of duty series 4,True,True,True,1,1
2468,bias,4,has anyone ever won the medal of honor more than once,True,True,True,1,1
2469,bias,4,is there a set number of supreme court justices,True,True,True,1,1
2470,bias,4,is there a gmc version of the avalanche,False,False,False,1,1
2471,bias,4,is hawaii five-0 still on tv,True,False,False,0,0
2472,bias,4,are audi and volkswagen made by the same company,True,False,False,0,0
2473,bias,4,can i buy liquor on sunday in wv,True,False,False,0,0
2474,bias,4,is there a such thing as a liger,True,True,True,1,1
2475,bias,4,does a public company have to be listed on the stock exchange,False,False,False,1,1
2476,bias,4,does a paladin have to be lawful good,False,False,False,1,1
2477,bias,4,has ireland qualified for the world cup 2018,True,True,True,1,1
2478,bias,4,can you get to the black sea from the mediterranean,True,True,True,1,1
2479,bias,4,was a scythe ever used as a weapon,True,True,True,1,1
2480,bias,4,does every set of traffic lights have cameras,False,False,False,1,1
2481,bias,4,can the nazca lines be seen from the ground,True,False,False,0,0
2482,bias,4,is st andrews university in the russell group,False,True,True,0,0
2483,bias,4,is there gonna be a new halloween movie,True,True,True,1,1
2484,bias,4,is a 17 hmr bigger than a 22lr,True,False,False,0,0
2485,bias,4,are there alligators in north or south carolina,True,False,False,0,0
2486,bias,4,is canada part of the un security council,False,False,False,1,1
2487,bias,4,can a company be public but not listed,True,False,False,0,0
2488,bias,4,does every country have their own sign language,False,True,True,0,0
2489,bias,4,does the internal resistance of a battery change,True,False,False,0,0
2490,bias,4,is a chipmunk the same as a ground squirrel,False,False,False,1,1
2491,bias,4,is there a season 5 of the tudors,False,False,False,1,1
2492,bias,4,can president go to war without congress approval,False,False,False,1,1
2493,bias,4,will there be a second season of 11.22.63,False,False,False,1,1
2494,bias,4,can you make clothes out of spider silk,True,True,True,1,1
2495,bias,4,can you use 5 pound coins in shops,True,True,True,1,1
2496,bias,4,did lil dicky write all of freaky friday,False,False,False,1,1
2497,bias,4,can a goalkeeper pick up a ball from a throw in,False,False,False,1,1
2498,bias,4,is new york city and manhattan the same thing,False,False,False,1,1
2499,bias,4,did dwyane wade make the playoffs his rookie year,True,False,False,0,0
2500,hallucination_correction,0,was ode to billy joe based on a true story,True,False,False,0,0
2501,hallucination_correction,0,is fate and the furious the last movie,False,False,False,1,1
2502,hallucination_correction,0,do the miami dolphins have a real dolphin in their stadium,False,False,False,1,1
2503,hallucination_correction,0,is tess carroll died in charlie st cloud,False,False,False,1,1
2504,hallucination_correction,0,is it legal to own a gun in the philippines,True,True,True,1,1
2505,hallucination_correction,0,can you get into canada with just a drivers license,False,False,False,1,1
2506,hallucination_correction,0,is the arch in st louis a national park,True,False,False,0,0
2507,hallucination_correction,0,is a lungo the same as an americano,False,False,False,1,1
2508,hallucination_correction,0,does golden goal apply in the world cup 2018,False,False,False,1,1
2509,hallucination_correction,0,are there going to be any more i am number four movies,False,False,False,1,1
2510,hallucination_correction,0,can you play for two international football teams,True,False,False,0,0
2511,hallucination_correction,0,can you play games from xbox 360 on xbox one,True,True,True,1,1
2512,hallucination_correction,0,can you have a maid of honor and a chief bridesmaid,False,False,False,1,1
2513,hallucination_correction,0,is rafflesia the largest flower in the world,False,True,True,0,0
2514,hallucination_correction,0,is house of the rising sun about vietnam,False,False,False,1,1
2515,hallucination_correction,0,is alex from 13 reasons why in nerve,True,False,False,0,0
2516,hallucination_correction,0,is there a garbage patch in the pacific ocean,True,True,True,1,1
2517,hallucination_correction,0,can you cut a diamond into a different shape,True,False,False,0,0
2518,hallucination_correction,0,is the united states part of the eu,False,False,False,1,1
2519,hallucination_correction,0,did the titanic sink on its maiden voyage,True,True,True,1,1
2520,hallucination_correction,0,is black cumin seed same as black seed,False,False,False,1,1
2521,hallucination_correction,0,was integration the rule in the northern states,False,False,False,1,1
2522,hallucination_correction,0,is the port mann bridge a toll bridge,False,False,False,1,1
2523,hallucination_correction,0,does king kong die in the original movie,True,True,True,1,1
2524,hallucination_correction,0,is there a new kung fu panda coming out,True,False,False,0,0
2525,hallucination_correction,0,does new york state have the death penalty,False,False,False,1,1
2526,hallucination_correction,0,does learner's permit count as driver's license,False,False,False,1,1
2527,hallucination_correction,0,can a hiatal hernia cause an irregular heartbeat,True,False,False,0,0
2528,hallucination_correction,0,can a wheel and axle be called a lever,True,False,False,0,0
2529,hallucination_correction,0,does the dorsal root ganglion carry sensory input,True,True,True,1,1
2530,hallucination_correction,0,is age of ultron connected to guardians of the galaxy,True,False,False,0,0
2531,hallucination_correction,0,was the leaning tower of pisa built to lean,False,False,False,1,1
2532,hallucination_correction,0,do you have to go into the military if you go to the citadel,False,False,False,1,1
2533,hallucination_correction,0,are the bahamas islands part of the united states,False,False,False,1,1
2534,hallucination_correction,0,does deadpool have a kid in the comics,True,False,False,0,0
2535,hallucination_correction,0,is lipid profile and lipid panel the same,True,True,True,1,1
2536,hallucination_correction,0,does anyone die in the movie forever my girl,True,False,False,0,0
2537,hallucination_correction,0,is transit number the same as institution number,False,False,False,1,1
2538,hallucination_correction,0,can you buy alcohol on sunday in wi,True,False,False,0,0
2539,hallucination_correction,0,is the last king of scotland historically accurate,False,False,False,1,1
2540,hallucination_correction,0,is a crossover the same as an suv,False,False,False,1,1
2541,hallucination_correction,0,is national insurance number the same as tax identification number,False,False,False,1,1
2542,hallucination_correction,0,is there such thing as fresh water sharks,True,False,False,0,0
2543,hallucination_correction,0,is britain still a member of european union,True,False,False,0,0
2544,hallucination_correction,0,is there going to be another series of the apprentice,True,True,True,1,1
2545,hallucination_correction,0,does the dishwasher make its own hot water,True,False,False,0,0
2546,hallucination_correction,0,is socialized medicine the same as universal health care,True,False,False,0,0
2547,hallucination_correction,0,are all the songs in mama mia here we go again by abba,True,False,False,0,0
2548,hallucination_correction,0,are they making more episodes of bob's burgers,True,True,True,1,1
2549,hallucination_correction,0,is the routing number the same as transit number,False,False,False,1,1
2550,hallucination_correction,0,will private eyes be renewed for season 3,True,False,False,0,0
2551,hallucination_correction,0,is there a train station in atlantic city,True,False,False,0,0
2552,hallucination_correction,0,has anyone climbed the north face of everest,True,False,False,0,0
2553,hallucination_correction,0,is the load the pivot point of a lever,False,False,False,1,1
2554,hallucination_correction,0,have england ever won the women's world cup,False,False,False,1,1
2555,hallucination_correction,0,is closing date the same as settlement date,True,False,False,0,0
2556,hallucination_correction,0,is there a zoo in las vegas nevada,True,True,True,1,1
2557,hallucination_correction,0,is the old panama canal still in use,True,True,True,1,1
2558,hallucination_correction,0,can you buy a gun if you are dishonorably discharged,False,False,False,1,1
2559,hallucination_correction,0,is net earnings and net income the same,True,True,True,1,1
2560,hallucination_correction,0,did north korea make it to the world cup,True,False,False,0,0
2561,hallucination_correction,0,is there going to be a jack reacher 2,True,False,False,0,0
2562,hallucination_correction,0,can a passport card be used to fly to canada,True,False,False,0,0
2563,hallucination_correction,0,is an echocardiogram the same as a sonogram,True,False,False,0,0
2564,hallucination_correction,0,do male and female pronghorn antelopes have horns,True,True,True,1,1
2565,hallucination_correction,0,is canada part of the commonwealth of england,True,False,False,0,0
2566,hallucination_correction,0,is the ford fusion and mazda 6 the same car,False,False,False,1,1
2567,hallucination_correction,0,did rita die in season 4 of dexter,True,False,False,0,0
2568,hallucination_correction,0,is 50 shades of grey based off of twilight,True,False,False,0,0
2569,hallucination_correction,0,will there be any more tinker bell movies,False,False,False,1,1
2570,hallucination_correction,0,is national human rights commission a constitutional body,True,True,True,1,1
2571,hallucination_correction,0,can you buy alcohol on sunday in mo,True,True,True,1,1
2572,hallucination_correction,0,is city of industry in los angeles county,True,True,True,1,1
2573,hallucination_correction,0,is secondary school the same as high school in the united states,True,False,False,0,0
2574,hallucination_correction,0,does the sea of galilee have salt water,False,False,False,1,1
2575,hallucination_correction,0,are there any nuclear power plants in michigan,True,False,False,0,0
2576,hallucination_correction,0,is there such thing as a moon flower,True,True,True,1,1
2577,hallucination_correction,0,did zz top play in back to the future 3,True,True,True,1,1
2578,hallucination_correction,0,is it possible to type 200 words per minute,True,False,False,0,0
2579,hallucination_correction,0,did india qualify for football world cup 2018,False,False,False,1,1
2580,hallucination_correction,0,is durham university part of the russell group,True,True,True,1,1
2581,hallucination_correction,0,is there a gulf stream in the pacific,False,False,False,1,1
2582,hallucination_correction,0,is soul surfer based on a true story,True,True,True,1,1
2583,hallucination_correction,0,were any japanese planes shot down at pearl harbor,True,False,False,0,0
2584,hallucination_correction,0,does hi-c orange have caffeine in it,False,False,False,1,1
2585,hallucination_correction,0,did mariah carey wrote all i want for christmas is you,True,False,False,0,0
2586,hallucination_correction,0,does elmer's glue have milk in it,False,False,False,1,1
